size,block_size,seed,cmc_estimate,ginibre_estimate
2500,2500,509618,3.1056,3.1408
2500,50,509618,3.1648,3.0896
2500,2,509618,3.192,2.4288
2500,2500,961674,3.1728,3.1488
2500,50,961674,3.1712,3.0432
2500,2,961674,3.152,2.4288
2500,2500,880132,3.1152,3.1328
2500,50,880132,3.1792,3.0336
2500,2,880132,3.1248,2.3968
2500,2500,883445,3.1488,3.1216
2500,50,883445,3.176,3.0816
2500,2,883445,3.1392,2.464
2500,2500,512717,3.0928,3.1504
2500,50,512717,3.1728,3.0464
2500,2,512717,3.136,2.4384
2500,2500,151624,3.1056,3.1456
2500,50,151624,3.168,3.056
2500,2,151624,3.152,2.4464
2500,2500,700703,3.16,3.1232
2500,50,700703,3.1824,3.064
2500,2,700703,3.136,2.4496
2500,2500,58835,3.1152,3.1408
2500,50,58835,3.1408,3.0736
2500,2,58835,3.1536,2.3824
2500,2500,891897,3.136,3.152
2500,50,891897,3.1728,3.056
2500,2,891897,3.0848,2.4656
2500,2500,413148,3.1392,3.1392
2500,50,413148,3.1392,3.0576
2500,2,413148,3.168,2.408
2500,2500,115483,3.1216,3.1312
2500,50,115483,3.0752,3.0784
2500,2,115483,3.144,2.4064
2500,2500,805274,3.1696,3.1504
2500,50,805274,3.1488,3.0624
2500,2,805274,3.1552,2.4064
2500,2500,99078,3.1792,3.1424
2500,50,99078,3.1824,3.048
2500,2,99078,3.1584,2.5056
2500,2500,164391,3.2288,3.144
2500,50,164391,3.1408,3.0752
2500,2,164391,3.1376,2.4912
2500,2500,377344,3.168,3.1456
2500,50,377344,3.1472,3.0896
2500,2,377344,3.1296,2.5408
2500,2500,23755,3.1744,3.136
2500,50,23755,3.1136,3.0688
2500,2,23755,3.176,2.4512
2500,2500,290994,3.1584,3.1408
2500,50,290994,3.1008,3.0336
2500,2,290994,3.1104,2.4816
2500,2500,857416,3.1552,3.1264
2500,50,857416,3.1856,3.048
2500,2,857416,3.1504,2.4384
2500,2500,688001,3.1424,3.16
2500,50,688001,3.2,3.0336
2500,2,688001,3.1712,2.4624
2500,2500,524929,3.2112,3.1376
2500,50,524929,3.1728,3.0528
2500,2,524929,3.136,2.4448
2500,2500,638109,3.2096,3.1424
2500,50,638109,3.152,3.0464
2500,2,638109,3.1744,2.4448
2500,2500,716531,3.1552,3.1424
2500,50,716531,3.168,3.0656
2500,2,716531,3.1568,2.4576
2500,2500,118606,3.16,3.1248
2500,50,118606,3.1264,3.0784
2500,2,118606,3.2032,2.3856
2500,2500,849073,3.1184,3.1456
2500,50,849073,3.1792,3.056
2500,2,849073,3.1696,2.4752
2500,2500,888485,3.1136,3.144
2500,50,888485,3.0832,3.0656
2500,2,888485,3.1312,2.496
2500,2500,167086,3.1424,3.1344
2500,50,167086,3.1952,3.0512
2500,2,167086,3.0976,2.4336
2500,2500,185336,3.16,3.12
2500,50,185336,3.1664,3.0672
2500,2,185336,3.1264,2.4208
2500,2500,309528,3.1328,3.1328
2500,50,309528,3.1616,3.064
2500,2,309528,3.1488,2.4672
2500,2500,293761,3.1392,3.1392
2500,50,293761,3.1792,3.048
2500,2,293761,3.1536,2.4224
2500,2500,511766,3.1328,3.1296
2500,50,511766,3.1328,3.0608
2500,2,511766,3.1296,2.456
2500,2500,832907,3.16,3.1296
2500,50,832907,3.1632,3.0512
2500,2,832907,3.1328,2.4048
2500,2500,249144,3.1744,3.1392
2500,50,249144,3.128,3.0672
2500,2,249144,3.1424,2.4336
2500,2500,895551,3.1776,3.1344
2500,50,895551,3.1472,3.0704
2500,2,895551,3.1232,2.4528
2500,2500,710636,3.1776,3.1248
2500,50,710636,3.1504,3.0336
2500,2,710636,3.1744,2.5456
2500,2500,883180,3.12,3.1568
2500,50,883180,3.1152,3.0272
2500,2,883180,3.1552,2.488
2500,2500,82270,3.0928,3.1376
2500,50,82270,3.104,3.072
2500,2,82270,3.1088,2.504
2500,2500,861745,3.1088,3.1376
2500,50,861745,3.16,3.032
2500,2,861745,3.1312,2.424
2500,2500,331547,3.1248,3.1392
2500,50,331547,3.1728,3.0528
2500,2,331547,3.1696,2.4896
2500,2500,150605,3.1712,3.1344
2500,50,150605,3.1744,3.0752
2500,2,150605,3.1408,2.424
2500,2500,694012,3.1264,3.1424
2500,50,694012,3.0944,3.096
2500,2,694012,3.112,2.4848
2500,2500,765541,3.1776,3.136
2500,50,765541,3.1296,3.056
2500,2,765541,3.1872,2.4688
2500,2500,585460,3.1568,3.1328
2500,50,585460,3.0624,3.0832
2500,2,585460,3.1504,2.44
2500,2500,463362,3.1472,3.1376
2500,50,463362,3.1904,3.0672
2500,2,463362,3.1856,2.4256
2500,2500,98106,3.1152,3.128
2500,50,98106,3.152,3.064
2500,2,98106,3.12,2.4896
2500,2500,539032,3.1488,3.1344
2500,50,539032,3.1376,3.0384
2500,2,539032,3.1376,2.4848
2500,2500,91215,3.1728,3.1376
2500,50,91215,3.1232,3.0736
2500,2,91215,3.1088,2.4544
2500,2500,788722,3.1296,3.1344
2500,50,788722,3.1504,3.072
2500,2,788722,3.1568,2.4992
2500,2500,268547,3.1648,3.1184
2500,50,268547,3.1168,3.0768
2500,2,268547,3.0912,2.4512
2500,2500,468453,3.1328,3.1456
2500,50,468453,3.1328,3.0768
2500,2,468453,3.1808,2.424
2500,2500,968624,3.1472,3.1376
2500,50,968624,3.1856,3.0864
2500,2,968624,3.152,2.4128
2500,2500,479060,3.1376,3.1232
2500,50,479060,3.1488,3.0624
2500,2,479060,3.1408,2.4528
2500,2500,316715,3.1472,3.136
2500,50,316715,3.1312,3.0944
2500,2,316715,3.1456,2.4624
2500,2500,282238,3.0672,3.12
2500,50,282238,3.1792,3.0736
2500,2,282238,3.1344,2.4416
2500,2500,610801,3.1168,3.1216
2500,50,610801,3.1456,3.0736
2500,2,610801,3.12,2.4032
2500,2500,823136,3.1472,3.1312
2500,50,823136,3.168,3.0336
2500,2,823136,3.184,2.4416
2500,2500,820053,3.0464,3.1456
2500,50,820053,3.1344,3.0496
2500,2,820053,3.1296,2.536
2500,2500,715911,3.1872,3.1232
2500,50,715911,3.0912,3.0464
2500,2,715911,3.0944,2.3792
2500,2500,610612,3.1408,3.1424
2500,50,610612,3.176,3.0656
2500,2,610612,3.096,2.4416
2500,2500,969935,3.088,3.1312
2500,50,969935,3.0736,3.0784
2500,2,969935,3.1616,2.504
2500,2500,610120,3.176,3.1472
2500,50,610120,3.136,3.0576
2500,2,610120,3.1568,2.3936
2500,2500,988423,3.1344,3.1376
2500,50,988423,3.2448,3.0544
2500,2,988423,3.1328,2.4544
2500,2500,603908,3.1488,3.1424
2500,50,603908,3.1888,3.0624
2500,2,603908,3.1376,2.4992
2500,2500,871542,3.0928,3.1392
2500,50,871542,3.1408,3.0288
2500,2,871542,3.096,2.4784
2500,2500,767819,3.1888,3.1376
2500,50,767819,3.16,3.0736
2500,2,767819,3.1584,2.4912
2500,2500,974140,3.1232,3.128
2500,50,974140,3.1408,3.064
2500,2,974140,3.1808,2.3616
2500,2500,238961,3.1568,3.1488
2500,50,238961,3.1184,3.0816
2500,2,238961,3.0944,2.5056
2500,2500,294940,3.1424,3.1344
2500,50,294940,3.1536,3.0592
2500,2,294940,3.136,2.3696
2500,2500,352280,3.168,3.1344
2500,50,352280,3.1664,3.072
2500,2,352280,3.1632,2.4688
2500,2500,3167,3.1168,3.144
2500,50,3167,3.16,3.04
2500,2,3167,3.1568,2.4224
2500,2500,441440,3.1312,3.1344
2500,50,441440,3.1248,3.056
2500,2,441440,3.1168,2.4128
2500,2500,157928,3.168,3.144
2500,50,157928,3.12,3.0464
2500,2,157928,3.1376,2.4368
2500,2500,947494,3.16,3.136
2500,50,947494,3.1808,3.0304
2500,2,947494,3.1088,2.3984
2500,2500,480015,3.1264,3.1296
2500,50,480015,3.1408,3.1024
2500,2,480015,3.0656,2.4336
2500,2500,708507,3.1456,3.1312
2500,50,708507,3.1488,3.0608
2500,2,708507,3.1184,2.4368
2500,2500,306044,3.1536,3.136
2500,50,306044,3.1168,3.0736
2500,2,306044,3.144,2.4016
2500,2500,329517,3.1328,3.1408
2500,50,329517,3.1552,3.0512
2500,2,329517,3.1232,2.4432
2500,2500,586263,3.0928,3.12
2500,50,586263,3.16,3.0672
2500,2,586263,3.1264,2.4464
2500,2500,914732,3.1376,3.1344
2500,50,914732,3.1504,3.0368
2500,2,914732,3.1376,2.4656
2500,2500,256154,3.1024,3.1216
2500,50,256154,3.1792,3.056
2500,2,256154,3.1824,2.48
2500,2500,470389,3.0736,3.1392
2500,50,470389,3.1856,3.0528
2500,2,470389,3.136,2.3792
2500,2500,864051,3.1248,3.1488
2500,50,864051,3.168,3.0544
2500,2,864051,3.088,2.4096
2500,2500,311709,3.1456,3.128
2500,50,311709,3.12,3.0736
2500,2,311709,3.128,2.4304
2500,2500,118534,3.112,3.1376
2500,50,118534,3.1312,3.0832
2500,2,118534,3.1536,2.424
2500,2500,828649,3.1552,3.1376
2500,50,828649,3.1328,3.0832
2500,2,828649,3.1312,2.4384
2500,2500,315428,3.1296,3.1232
2500,50,315428,3.1632,3.0688
2500,2,315428,3.1408,2.4352
2500,2500,282065,3.0928,3.12
2500,50,282065,3.1376,3.096
2500,2,282065,3.184,2.4224
2500,2500,288024,3.1696,3.1376
2500,50,288024,3.1648,3.096
2500,2,288024,3.1616,2.3664
2500,2500,617711,3.1152,3.1248
2500,50,617711,3.1552,3.0368
2500,2,617711,3.0976,2.432
2500,2500,63572,3.1472,3.128
2500,50,63572,3.1168,3.0848
2500,2,63572,3.1088,2.4896
2500,2500,652136,3.152,3.1456
2500,50,652136,3.144,3.0576
2500,2,652136,3.2016,2.4176
2500,2500,755444,3.1456,3.1344
2500,50,755444,3.136,3.0736
2500,2,755444,3.1952,2.4592
2500,2500,239923,3.1872,3.1216
2500,50,239923,3.1328,3.0496
2500,2,239923,3.1344,2.4384
2500,2500,89232,3.1296,3.1344
2500,50,89232,3.1248,3.0272
2500,2,89232,3.1712,2.5264
2500,2500,463196,3.1408,3.1344
2500,50,463196,3.1392,3.064
2500,2,463196,3.1296,2.4112
2500,2500,752265,3.1616,3.1392
2500,50,752265,3.144,3.0672
2500,2,752265,3.1008,2.4784
2500,2500,86168,3.1008,3.128
2500,50,86168,3.184,3.0352
2500,2,86168,3.1088,2.3952
2500,2500,561977,3.144,3.1344
2500,50,561977,3.1584,3.064
2500,2,561977,3.1216,2.4
2500,2500,860674,3.1184,3.136
2500,50,860674,3.1536,3.0912
2500,2,860674,3.1568,2.4432
2500,2500,808648,3.1872,3.1456
2500,50,808648,3.16,3.0336
2500,2,808648,3.1648,2.5008
2500,2500,128655,3.128,3.1376
2500,50,128655,3.1232,3.0592
2500,2,128655,3.208,2.392
2500,2500,945492,3.232,3.1152
2500,50,945492,3.1568,3.04
2500,2,945492,3.1312,2.3968
2500,2500,200088,3.1248,3.1312
2500,50,200088,3.12,3.072
2500,2,200088,3.1216,2.4976
2500,2500,346039,3.0752,3.144
2500,50,346039,3.1776,3.0688
2500,2,346039,3.1216,2.376
2500,2500,576304,3.1632,3.1184
2500,50,576304,3.0864,3.0768
2500,2,576304,3.2032,2.3856
2500,2500,726110,3.1536,3.1408
2500,50,726110,3.1456,3.0688
2500,2,726110,3.0176,2.3824
2500,2500,27600,3.1536,3.1456
2500,50,27600,3.1392,3.0768
2500,2,27600,3.1664,2.3952
2500,2500,329770,3.1008,3.1424
2500,50,329770,3.168,3.0512
2500,2,329770,3.1584,2.4384
2500,2500,24671,3.1408,3.1456
2500,50,24671,3.112,3.0352
2500,2,24671,3.12,2.4688
2500,2500,589013,3.1248,3.152
2500,50,589013,3.0752,3.032
2500,2,589013,3.1216,2.408
2500,2500,213975,3.1248,3.1312
2500,50,213975,3.08,3.0448
2500,2,213975,3.1712,2.4592
2500,2500,719723,3.128,3.136
2500,50,719723,3.168,3.0704
2500,2,719723,3.1152,2.472
2500,2500,112352,3.1632,3.1488
2500,50,112352,3.1664,3.0624
2500,2,112352,3.1472,2.4464
2500,2500,750280,3.0832,3.1312
2500,50,750280,3.104,3.0416
2500,2,750280,3.1456,2.4608
2500,2500,408033,3.096,3.136
2500,50,408033,3.152,3.0512
2500,2,408033,3.1952,2.4528
2500,2500,594778,3.1664,3.1376
2500,50,594778,3.0608,3.0608
2500,2,594778,3.1168,2.4368
2500,2500,365343,3.152,3.1408
2500,50,365343,3.184,3.04
2500,2,365343,3.1488,2.4352
2500,2500,185855,3.1872,3.1328
2500,50,185855,3.2048,3.0576
2500,2,185855,3.2048,2.4512
2500,2500,897704,3.1648,3.1472
2500,50,897704,3.1792,3.0704
2500,2,897704,3.1728,2.3808
2500,2500,897425,3.1568,3.128
2500,50,897425,3.144,3.0448
2500,2,897425,3.1472,2.376
2500,2500,415322,3.1536,3.1424
2500,50,415322,3.1376,3.0432
2500,2,415322,3.144,2.4352
2500,2500,184981,3.1408,3.1328
2500,50,184981,3.1296,3.0576
2500,2,184981,3.136,2.4448
2500,2500,732266,3.1264,3.1344
2500,50,732266,3.1744,3.0672
2500,2,732266,3.0976,2.464
2500,2500,106556,3.1072,3.1536
2500,50,106556,3.1504,3.0464
2500,2,106556,3.1248,2.3792
2500,2500,749184,3.1552,3.152
2500,50,749184,3.1104,3.0528
2500,2,749184,3.072,2.52
2500,2500,366718,3.1552,3.1264
2500,50,366718,3.1088,3.072
2500,2,366718,3.152,2.4016
2500,2500,11672,3.0896,3.1456
2500,50,11672,3.1424,3.0896
2500,2,11672,3.168,2.5312
2500,2500,374461,3.16,3.1344
2500,50,374461,3.0928,3.064
2500,2,374461,3.12,2.4576
2500,2500,263552,3.1184,3.1616
2500,50,263552,3.168,3.0224
2500,2,263552,3.1872,2.3936
2500,2500,975416,3.1248,3.144
2500,50,975416,3.136,3.0704
2500,2,975416,3.1456,2.4512
2500,2500,794964,3.1296,3.144
2500,50,794964,3.1408,3.0848
2500,2,794964,3.168,2.4864
2500,2500,211820,3.1088,3.136
2500,50,211820,3.1424,3.0928
2500,2,211820,3.1376,2.4416
2500,2500,971971,3.1456,3.1392
2500,50,971971,3.2032,3.0688
2500,2,971971,3.1568,2.4096
2500,2500,687980,3.1392,3.1376
2500,50,687980,3.1856,3.0848
2500,2,687980,3.2032,2.4576
2500,2500,585531,3.1136,3.1472
2500,50,585531,3.1696,3.0608
2500,2,585531,3.0896,2.4208
2500,2500,168921,3.1632,3.1344
2500,50,168921,3.1072,3.0592
2500,2,168921,3.1328,2.4304
2500,2500,723303,3.1328,3.1312
2500,50,723303,3.152,3.0768
2500,2,723303,3.1088,2.4304
2500,2500,276316,3.0784,3.1312
2500,50,276316,3.1408,3.0688
2500,2,276316,3.1296,2.4912
2500,2500,935686,3.0928,3.1216
2500,50,935686,3.1424,3.0496
2500,2,935686,3.1712,2.4128
2500,2500,475773,3.1648,3.144
2500,50,475773,3.1216,3.0528
2500,2,475773,3.136,2.4272
2500,2500,482272,3.1392,3.1232
2500,50,482272,3.144,3.072
2500,2,482272,3.1216,2.3888
2500,2500,266593,3.1024,3.1408
2500,50,266593,3.1104,3.08
2500,2,266593,3.1504,2.4288
2500,2500,273063,3.1312,3.128
2500,50,273063,3.1392,3.056
2500,2,273063,3.2016,2.4496
2500,2500,780560,3.2352,3.12
2500,50,780560,3.1504,3.0864
2500,2,780560,3.1536,2.368
2500,2500,244837,3.1568,3.1184
2500,50,244837,3.1344,3.0416
2500,2,244837,3.1136,2.4384
2500,2500,589508,3.128,3.1296
2500,50,589508,3.1104,3.0656
2500,2,589508,3.088,2.4464
2500,2500,355653,3.1424,3.1216
2500,50,355653,3.1488,3.0832
2500,2,355653,3.1424,2.4704
2500,2500,269063,3.168,3.1392
2500,50,269063,3.1152,3.0784
2500,2,269063,3.1776,2.496
2500,2500,636620,3.1728,3.1232
2500,50,636620,3.1488,3.0416
2500,2,636620,3.1328,2.4736
2500,2500,894548,3.2,3.1296
2500,50,894548,3.1904,3.0336
2500,2,894548,3.1536,2.3952
2500,2500,646427,3.048,3.1296
2500,50,646427,3.1904,3.048
2500,2,646427,3.1664,2.4352
2500,2500,671212,3.0704,3.1424
2500,50,671212,3.1568,3.0592
2500,2,671212,3.08,2.4176
2500,2500,921443,3.128,3.1392
2500,50,921443,3.1408,3.0496
2500,2,921443,3.1984,2.456
2500,2500,321260,3.136,3.144
2500,50,321260,3.1632,3.0464
2500,2,321260,3.1744,2.4096
2500,2500,288892,3.1552,3.1344
2500,50,288892,3.1584,3.08
2500,2,288892,3.1328,2.464
2500,2500,201803,3.1872,3.1456
2500,50,201803,3.1024,3.072
2500,2,201803,3.184,2.456
2500,2500,833018,3.1536,3.1376
2500,50,833018,3.1296,3.0592
2500,2,833018,3.136,2.4544
2500,2500,639691,3.1696,3.1296
2500,50,639691,3.1376,3.0112
2500,2,639691,3.1392,2.504
2500,2500,539310,3.128,3.144
2500,50,539310,3.1536,3.072
2500,2,539310,3.0992,2.4736
2500,2500,577738,3.1856,3.1472
2500,50,577738,3.1456,3.0912
2500,2,577738,3.1408,2.3824
2500,2500,129468,3.1216,3.1408
2500,50,129468,3.144,3.0448
2500,2,129468,3.1312,2.48
2500,2500,680721,3.1136,3.1408
2500,50,680721,3.168,3.0752
2500,2,680721,3.1328,2.4
2500,2500,541812,3.1472,3.1424
2500,50,541812,3.1552,3.0944
2500,2,541812,3.1392,2.4288
2500,2500,619270,3.1872,3.1408
2500,50,619270,3.12,3.0576
2500,2,619270,3.16,2.4576
2500,2500,280419,3.1936,3.136
2500,50,280419,3.1184,3.056
2500,2,280419,3.1024,2.4368
2500,2500,876590,3.1008,3.1328
2500,50,876590,3.1536,3.0672
2500,2,876590,3.2032,2.48
2500,2500,53382,3.128,3.1248
2500,50,53382,3.1296,3.08
2500,2,53382,3.0992,2.5664
2500,2500,597139,3.1008,3.144
2500,50,597139,3.1376,3.0656
2500,2,597139,3.1616,2.4032
2500,2500,300397,3.144,3.1424
2500,50,300397,3.1728,3.0752
2500,2,300397,3.1776,2.448
2500,2500,85864,3.1424,3.1344
2500,50,85864,3.1728,3.0496
2500,2,85864,3.1568,2.5072
2500,2500,716103,3.176,3.1424
2500,50,716103,3.1024,3.0592
2500,2,716103,3.1152,2.4864
2500,2500,919097,3.1296,3.1568
2500,50,919097,3.1376,3.0848
2500,2,919097,3.1568,2.448
2500,2500,354660,3.1552,3.1328
2500,50,354660,3.1568,3.064
2500,2,354660,3.1104,2.3904
2500,2500,105748,3.1776,3.1424
2500,50,105748,3.0832,3.0832
2500,2,105748,3.1824,2.5088
2500,2500,26065,3.1616,3.1456
2500,50,26065,3.1728,3.072
2500,2,26065,3.1376,2.44
2500,2500,873229,3.1488,3.136
2500,50,873229,3.1536,3.0352
2500,2,873229,3.168,2.4384
2500,2500,548263,3.1008,3.1328
2500,50,548263,3.1456,3.0672
2500,2,548263,3.1104,2.464
2500,2500,7785,3.0928,3.1168
2500,50,7785,3.1296,3.08
2500,2,7785,3.0976,2.4544
2500,2500,985981,3.1808,3.1568
2500,50,985981,3.1328,3.0224
2500,2,985981,3.1328,2.5088
2500,2500,683155,3.1904,3.1376
2500,50,683155,3.112,3.0208
2500,2,683155,3.1968,2.448
2500,2500,38120,3.1568,3.128
2500,50,38120,3.1264,3.0496
2500,2,38120,3.168,2.464
2500,2500,381126,3.128,3.1376
2500,50,381126,3.096,3.08
2500,2,381126,3.104,2.4112
2500,2500,994979,3.136,3.1472
2500,50,994979,3.1296,3.0672
2500,2,994979,3.1184,2.4656
2500,2500,442394,3.1392,3.1296
2500,50,442394,3.1072,3.064
2500,2,442394,3.0896,2.4336
2500,2500,914346,3.1584,3.1232
2500,50,914346,3.128,3.0928
2500,2,914346,3.144,2.4224
2500,2500,803002,3.0464,3.1376
2500,50,803002,3.1168,3.0512
2500,2,803002,3.1648,2.4528
2500,2500,120508,3.1168,3.1504
2500,50,120508,3.128,3.0784
2500,2,120508,3.152,2.4688
2500,2500,104679,3.168,3.1232
2500,50,104679,3.1424,3.0752
2500,2,104679,3.168,2.5104
2500,2500,488094,3.1776,3.1216
2500,50,488094,3.2,3.0576
2500,2,488094,3.1632,2.4576
2500,2500,829098,3.1408,3.1376
2500,50,829098,3.1168,3.032
2500,2,829098,3.1664,2.4624
2500,2500,986485,3.1728,3.1248
2500,50,986485,3.1152,3.0416
2500,2,986485,3.1696,2.464
2500,2500,537727,3.1504,3.1488
2500,50,537727,3.096,3.0784
2500,2,537727,3.1024,2.4384
2500,2500,776699,3.1168,3.144
2500,50,776699,3.168,3.1024
2500,2,776699,3.1488,2.4096
2500,2500,258362,3.088,3.1408
2500,50,258362,3.1104,3.0416
2500,2,258362,3.136,2.4016
2500,2500,321322,3.1136,3.1312
2500,50,321322,3.16,3.0656
2500,2,321322,3.1312,2.4624
2500,2500,827822,3.1472,3.1296
2500,50,827822,3.1792,3.0416
2500,2,827822,3.0816,2.4224
2500,2500,561811,3.1312,3.1408
2500,50,561811,3.136,3.0448
2500,2,561811,3.1616,2.4336
2500,2500,992881,3.144,3.1376
2500,50,992881,3.1264,3.0336
2500,2,992881,3.184,2.408
2500,2500,816650,3.2,3.1488
2500,50,816650,3.128,3.096
2500,2,816650,3.1472,2.4048
2500,2500,915024,3.088,3.1312
2500,50,915024,3.136,3.0368
2500,2,915024,3.1056,2.4512
2500,2500,538861,3.0768,3.1296
2500,50,538861,3.1424,3.064
2500,2,538861,3.1168,2.4384
2500,2500,621243,3.088,3.1344
2500,50,621243,3.1392,3.0592
2500,2,621243,3.1056,2.4288
2500,2500,2202,3.1168,3.1328
2500,50,2202,3.152,3.0576
2500,2,2202,3.1472,2.424
2500,2500,306228,3.1472,3.1392
2500,50,306228,3.1488,3.0432
2500,2,306228,3.0768,2.4016
2500,2500,930106,3.1616,3.1344
2500,50,930106,3.104,3.056
2500,2,930106,3.1792,2.4464
2500,2500,472005,3.1504,3.1248
2500,50,472005,3.1424,3.0256
2500,2,472005,3.1248,2.4912
2500,2500,267041,3.1808,3.1472
2500,50,267041,3.2144,3.0608
2500,2,267041,3.1648,2.4992
2500,2500,855852,3.0656,3.1424
2500,50,855852,3.1216,3.0304
2500,2,855852,3.0992,2.4464
2500,2500,33642,3.1696,3.1392
2500,50,33642,3.12,3.0528
2500,2,33642,3.1664,2.5376
2500,2500,316408,3.1648,3.1424
2500,50,316408,3.128,3.0272
2500,2,316408,3.0992,2.3968
2500,2500,944435,3.1472,3.1344
2500,50,944435,3.1456,3.0624
2500,2,944435,3.1504,2.4672
2500,2500,349340,3.1952,3.1408
2500,50,349340,3.1472,3.0432
2500,2,349340,3.1152,2.4448
2500,2500,610824,3.184,3.1376
2500,50,610824,3.1344,3.0368
2500,2,610824,3.1632,2.4704
2500,2500,414175,3.1024,3.136
2500,50,414175,3.1168,3.0864
2500,2,414175,3.1632,2.4928
2500,2500,933464,3.1072,3.1392
2500,50,933464,3.1776,3.0384
2500,2,933464,3.1728,2.4704
2500,2500,155089,3.1648,3.1232
2500,50,155089,3.1904,3.0752
2500,2,155089,3.1936,2.456
2500,2500,914022,3.1232,3.1328
2500,50,914022,3.1536,3.0448
2500,2,914022,3.1648,2.448
2500,2500,470940,3.1472,3.1536
2500,50,470940,3.1072,3.0512
2500,2,470940,3.1168,2.5216
2500,2500,982280,3.1424,3.1408
2500,50,982280,3.1872,3.04
2500,2,982280,3.136,2.4864
2500,2500,757655,3.1728,3.1488
2500,50,757655,3.112,3.0384
2500,2,757655,3.1056,2.3936
2500,2500,355342,3.1424,3.136
2500,50,355342,3.0928,3.0496
2500,2,355342,3.1088,2.4768
2500,2500,546432,3.1584,3.144
2500,50,546432,3.1648,3.0704
2500,2,546432,3.1824,2.4384
2500,2500,235916,3.0736,3.1376
2500,50,235916,3.1408,3.056
2500,2,235916,3.184,2.4656
2500,2500,617437,3.1232,3.1472
2500,50,617437,3.152,3.0368
2500,2,617437,3.0928,2.432
2500,2500,680257,3.1776,3.1312
2500,50,680257,3.1424,3.0528
2500,2,680257,3.1408,2.4656
2500,2500,513542,3.1456,3.1344
2500,50,513542,3.1216,3.0672
2500,2,513542,3.1248,2.504
2500,2500,545036,3.1136,3.1344
2500,50,545036,3.1024,3.0912
2500,2,545036,3.192,2.4784
2500,2500,738556,3.184,3.1392
2500,50,738556,3.1456,3.0672
2500,2,738556,3.1776,2.3792
2500,2500,125509,3.1312,3.1296
2500,50,125509,3.1664,3.0624
2500,2,125509,3.112,2.4288
2500,2500,622604,3.1792,3.1328
2500,50,622604,3.1216,3.0592
2500,2,622604,3.1312,2.408
2500,2500,205568,3.1248,3.144
2500,50,205568,3.0976,3.0576
2500,2,205568,3.1136,2.432
2500,2500,590956,3.1216,3.12
2500,50,590956,3.1504,3.0592
2500,2,590956,3.2032,2.4496
2500,2500,176493,3.0992,3.144
2500,50,176493,3.1312,3.0592
2500,2,176493,3.1888,2.4496
2500,2500,800915,3.184,3.1328
2500,50,800915,3.1376,3.08
2500,2,800915,3.1296,2.4944
2500,2500,848582,3.1792,3.1392
2500,50,848582,3.1392,3.0528
2500,2,848582,3.0944,2.4416
2500,2500,150331,3.1248,3.1328
2500,50,150331,3.128,3.0544
2500,2,150331,3.1904,2.408
2500,2500,844988,3.0816,3.1392
2500,50,844988,3.1712,3.0432
2500,2,844988,3.1696,2.4544
2500,2500,699016,3.0784,3.144
2500,50,699016,3.1728,3.0704
2500,2,699016,3.1552,2.4448
2500,2500,125067,3.1024,3.1248
2500,50,125067,3.1728,3.0736
2500,2,125067,3.1088,2.4336
2500,2500,691972,3.112,3.1536
2500,50,691972,3.1504,3.0736
2500,2,691972,3.1968,2.4752
2500,2500,612333,3.1104,3.136
2500,50,612333,3.192,3.0608
2500,2,612333,3.0704,2.4496
2500,2500,231985,3.1456,3.1344
2500,50,231985,3.152,3.0624
2500,2,231985,3.1488,2.3904
2500,2500,562628,3.1184,3.1392
2500,50,562628,3.0864,3.0528
2500,2,562628,3.16,2.4352
